OSEBuildingID,DataYear,BuildingName,BuildingType,Address,ZipCode,Latitude,Longitude,Neighborhood,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,SteamUse(kBtu),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,Neighborhood_BALLARD,Neighborhood_CENTRAL,Neighborhood_DELRIDGE NEIGHBORHOODS,Neighborhood_DOWNTOWN,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_SHARED: BALLARD &amp; LAKE UNION,Neighborhood_SHARED: BALLARD &amp; NORTHWEST,Neighborhood_SHARED: CENTRAL &amp; EAST,Neighborhood_SHARED: GREATER DUWAMISH &amp; DELRIDGE NEIGHBORHOODS,Neighborhood_SHARED: LAKE UNION &amp; NORTHWEST,Neighborhood_SHARED: NORTH &amp; NORTHWEST,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,Neighborhood_water,Neighborhood_nan,EPAPropertyType_College/University,EPAPropertyType_Distribution Center,EPAPropertyType_Hospital (General Medical & Surgical),EPAPropertyType_Hotel,EPAPropertyType_K-12 School,EPAPropertyType_Laboratory,EPAPropertyType_Manufacturing/Industrial Plant,EPAPropertyType_Medical Office,EPAPropertyType_Mixed Use Property,EPAPropertyType_Multifamily HR (10+),EPAPropertyType_Multifamily Housing,EPAPropertyType_Multifamily LR (1-4),EPAPropertyType_Multifamily MR (5-9),EPAPropertyType_Non-Refrigerated Warehouse,EPAPropertyType_Office,EPAPropertyType_Other,EPAPropertyType_Parking,EPAPropertyType_Refrigerated Warehouse,EPAPropertyType_Residence Hall/Dormitory,EPAPropertyType_Retail Store,EPAPropertyType_Self-Storage Facility,EPAPropertyType_Supermarket/Grocery Store,EPAPropertyType_Worship Facility,ComplianceStatus_Compliant,ComplianceStatus_Contact the Help Desk,ComplianceStatus_Not Compliant,ComplianceIssue_Account Requires Verification,ComplianceIssue_Default Data,ComplianceIssue_Missing EUI or Utility Data,ComplianceIssue_Missing EUI or Utility Data and Account Requires Verification,"ComplianceIssue_Missing EUI, Incomplete Electricity Data","ComplianceIssue_Missing EUI, Incomplete Natural Gas Data",ComplianceIssue_No Issue,ComplianceIssue_Portfolio Manager Not Connected to the City of Seattle,ComplianceIssue_Unknown - Contact the Help Desk,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,Electricity(kBtu)
21192,2022,ALASKA MARINE LINES,NonResidential,5615 W MARGINAL WAY SW,98106,47.55105,-122.34695,DELRIDGE NEIGHBORHOODS,1971,2,2,44708,,47.0,111.4000015,Distribution Center,0.0,Compliant,No Issue,1586989.0,512700.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1191646950496636,-0.03587844030075424,-0.07126984701733581,-0.11521110816904372,-0.184314603923236,-0.21344981476329256
21196,2022,CASCADE TERRACE,Multifamily LR (1-4),570 GALER ST,98109,47.63291,-122.34513,MAGNOLIA / QUEEN ANNE,1988,4,8,185403,85.0,32.20000076,90.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,4196910.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4216486012647984,-0.24865932064720908,-0.07126984701733581,-0.1744943454483149,-0.4956336308539005,0.06475598465991407
21198,2022,SUMMIT BLDG B,Multifamily MR (5-9),1735 DEXTER AVE N,98109,47.63491,-122.34266,MAGNOLIA / QUEEN ANNE,1995,6,1,131732,95.0,31.60000038,88.40000153,Multifamily MR (5-9),0.0,Compliant,No Issue,4160664.0,110.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4339114707237678,-0.26672557196257435,-0.07126984701733581,-0.1744816262048963,-0.476176191670734,0.06089232464649085
21202,2022,TRI-COURT,Multifamily LR (1-4),718 N 143RD ST,98133,47.73269,-122.34952,NORTHWEST,1970,3,1,57247,33.0,52.79999924,124.4000015,Multifamily LR (1-4),0.0,Compliant,No Issue,2255815.0,765450.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0006237142218826144,0.09460037341742075,-0.07126984701733581,-0.08598575567765346,-0.13080664616952803,-0.1421559817296392
21203,2022,NELSON APARTMENTS,Multifamily LR (1-4),14300 GREENWOOD AVE N,98133,47.73255,-122.35506,NORTHWEST,2007,4,1,95353,95.0,29.5,82.5,Multifamily LR (1-4),0.0,Compliant,No Issue,1791324.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4768314944139628,-0.3259428950833295,-0.07126984701733581,-0.1744943454483149,-0.4956336308539005,-0.1916686259743825
21207,2022,STERLING MANOR,Multifamily LR (1-4),811 N 130TH ST,98133,47.72305,-122.34878,NORTHWEST,1976,3,1,30940,96.0,19.39999962,54.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,601454.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6832563406706946,-0.6079778539947244,-0.07126984701733581,-0.1744943454483149,-0.5150910700370671,-0.3185033978160171
21208,2022,STONE AVENUE BUILDING,NonResidential,13100 STONE AVE N,98133,47.72471,-122.3412,NORTHWEST,1964,2,1,92080,,78.69999695,148.6999969,Retail Store,0.0,Not Compliant,Default Data,3589902.0,3893600.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5287231020340247,0.3384953405827369,-0.07126984701733581,0.2757206197761249,0.6183047623823835,5.1671427336609526e-05
21210,2022,THE CAMBRIDGE - LINDEN PLACE AT BITTER LAKE,Multifamily MR (5-9),13030 LINDEN AVE N,98133,47.72435,-122.34697,NORTHWEST,2007,6,1,186870,94.0,41.0,82.40000153,Multifamily MR (5-9),0.0,Compliant,No Issue,3641300.0,3011410.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.24179331197456616,-0.3269465629094243,-0.07126984701733581,0.17371344385375262,0.0491746662747624,0.005530466256281231
21212,2022,GRANITE CURLING CLUB,NonResidential,1440 N 128TH ST,98133,47.72288,-122.34065,NORTHWEST,1961,1,1,20236,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1312828.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,-0.4275325937128177,-0.24267414001132334
21213,2022,COCHRAN INC,NonResidential,12500 AURORA AVE N,98133,47.72004,-122.34418,NORTHWEST,1951,2,1,39815,59.0,56.40000153,122.0999985,Office,0.0,Compliant,No Issue,1429749.0,815670.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07295350273631437,0.07151563011063275,-0.07126984701733581,-0.08017884290963122,0.0491746662747624,-0.2302108891028243
21215,2022,NORTHLINE APTS,Multifamily LR (1-4),14359 LINDEN AVE N,98133,47.73375,-122.34851,NORTHWEST,1978,3,16,89068,47.0,43.79999924,122.5999985,Multifamily LR (1-4),0.0,Compliant,No Issue,3245148.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.18456663960923647,0.07653404602287024,-0.07126984701733581,-0.1744943454483149,-0.48104055146652563,-0.036697549018166596
21216,2022,Mary's Place (PI Bank),Nonresidential COS,1155 N 130TH ST,98133,47.72288,-122.34246,NORTHWEST,1970,4,1,25557,,50.79999924,142.1999969,Other,0.0,Compliant,No Issue,1297816.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0414999198635168,0.27325593372364937,-0.07126984701733581,-0.1744943454483149,-0.4567187524875675,-0.2442743514586971
21218,2022,HLF Vehicle Maintenance (A),Nonresidential COS,12645 ASHWORTH AVE N,98133,47.72134,-122.34102,NORTHWEST,1958,2,1,26994,,163.3000031,244.1000061,Other,0.0,Compliant,No Issue,1121440.0,3285720.0,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.257786726369483,1.2960091889765044,-0.07126984701733581,0.2054317680551899,2.671064596206453,-0.26307523703303726
21219,2022,HANSEN BROS MOVING & STORAGE,NonResidential,12645 STONE AVE N,98133,47.72183,-122.34328,NORTHWEST,1972,1,1,48112,79.0,21.60000038,60.40000153,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,1037498.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6382924989319387,-0.5477568630478743,-0.07126984701733581,-0.1744943454483149,-0.5102267102412754,-0.2720230753833869
21221,2022,KING COUNTY METRO NORTH FACILITIES MAINTENANCE,NonResidential,12525 STONE AVE N,98133,47.72065,-122.34318,NORTHWEST,2009,1,1,20909,,89.80000305,163.1000061,Other,0.0,Compliant,No Issue,749662.0,960410.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7555861680175218,0.48302581119402965,-0.07126984701733581,-0.06344263116045683,0.7058632387066329,-0.3027050939129815
21226,2022,OFFICE BUILDING,NonResidential,911 N 145TH ST,98133,47.73387,-122.34722,NORTHWEST,2001,2,1,42793,10.0,78.90000153,221.0,Office,0.0,Compliant,No Issue,2073968.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5328108162046991,1.064158312606458,-0.07126984701733581,-0.1744943454483149,-0.4032107947338595,-0.16154005121209167
21227,2022,BITTER LAKE COMMUNITY CENTER & BITTER LAKE PARK,Nonresidential COS,13001 LINDEN AVE N,98133,47.72362,-122.34897,NORTHWEST,1997,1,0,20595,,81.09999847,132.6000061,Other,0.0,Compliant,No Issue,558259.0,1112740.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5777745798699021,0.17690244054754214,-0.07126984701733581,-0.04582879161539855,0.8955732707425067,-0.323107789866997
21229,2022,Sanford Hildebrandt Towers I,Multifamily MR (5-9),747 N 135TH ST,98133,47.72644,-122.34923,NORTHWEST,1964,7,1,183392,86.0,67.69999695,104.0,Multifamily MR (5-9),0.0,Compliant,No Issue,3449477.0,8959830.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3039039710050367,-0.110151010857117,-0.07126984701733581,0.8615261887274844,0.7496424768687576,-0.014916999802177155
21231,2022,VIEW AT BITTER LAKE APTS,Multifamily LR (1-4),13410 GREENWOOD AVE N,98133,47.72678,-122.35493,NORTHWEST,1989,4,1,52122,81.0,25.79999924,72.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,1545872.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5524524903839442,-0.43032596141422214,-0.07126984701733581,-0.1744943454483149,-0.48104055146652563,-0.21783270139276678
21233,2022,LA FITNESS CENTER,NonResidential,13244 AURORA AVE N,98133,47.72644,-122.34338,NORTHWEST,2007,2,1,45000,,108.1999969,211.6000061,Other,0.0,Compliant,No Issue,2520885.0,2346390.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.131647134226224,0.9698121546810672,-0.07126984701733581,0.09681752332427941,0.9004376305382983,-0.1139007160518239
21234,2022,SEA HOUSING AUTHORITY APT BLDG,Multifamily LR (1-4),620 N 130TH ST,98133,47.72376,-122.35102,NORTHWEST,1983,3,1,59301,56.0,33.90000153,94.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,2008711.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3869038107320703,-0.2024898330299499,-0.07126984701733581,-0.1744943454483149,-0.4859049112623173,-0.1684961528921656
21236,2022,PETSMART,NonResidential,13000 AURORA AVE N,98133,47.72337,-122.34373,NORTHWEST,1998,1,1,26115,55.0,65.19999695,131.8000031,Retail Store,0.0,Compliant,No Issue,945501.0,756780.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2528087139529939,0.16887294497746663,-0.07126984701733581,-0.08698826331801093,0.26807085708538586,-0.28182954037965946
21238,2022,NEW HAVEN APARTMENTS - LINDEN PLACE AT BITTER LAKE,Multifamily MR (5-9),13000 LINDEN AVE N,98133,47.72357,-122.34766,NORTHWEST,2006,7,1,262316,96.0,35.5,82.5,Multifamily MR (5-9),0.0,Compliant,No Issue,5531064.0,2076380.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3542028774890602,-0.3259428950833295,-0.07126984701733581,0.06559640591102407,-0.2524156410643189,0.2069707797145034
21239,2022,LATTER DAY SAINTS CHURCH,NonResidential,5701 8TH AVE NE,98105,47.6702,-122.32066,NORTHEAST,1949,1,1,26033,40.0,40.70000076,57.29999924,Worship Facility,0.0,Compliant,No Issue,249035.0,974120.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2479247272878531,-0.5788710646880917,-0.07126984701733581,-0.0618573509125559,0.4334590901423015,-0.3560696726676035
21240,2022,APARTMENT,Multifamily LR (1-4),5901 ROOSEVELT WAY NE,98105,47.67172,-122.31761,NORTHEAST,1999,4,1,51326,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",898916.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,-0.5004979906496921,-0.2867952911307857
21243,2022,SEATTLE COUNTRY DAY SCHOOL,NonResidential,2619 4TH AVE N,98109,47.64344,-122.3509,MAGNOLIA / QUEEN ANNE,2007,4,1,48660,71.0,49.90000153,79.30000305,K-12 School,0.0,Compliant,No Issue,761615.0,1706400.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.059894165598996754,-0.3580607263093124,-0.07126984701733581,0.02281580881996741,0.3848154921843851,-0.3014309580596336
21244,2022,QUEEN ANNE HEALTHCARE,NonResidential,2717 DEXTER AVE N,98109,47.6441,-122.34795,MAGNOLIA / QUEEN ANNE,1970,2,1,46539,,128.6000061,212.6999969,Other,0.0,Compliant,No Issue,2066219.0,3917880.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5485846198014386,0.9808525773491369,-0.07126984701733581,0.2785281036870683,1.7079213566397093,-0.1623660596390634
21261,2022,RIVOLI APTS,Multifamily LR (1-4),2127 2ND AVE,98121,47.61294,-122.3441,DOWNTOWN,1910,3,1,35520,,52.59999847,98.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,884410.0,984510.0,1.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0047113505233851135,-0.16234250573204992,-0.07126984701733581,-0.06065596055692565,0.214562899331678,-0.28834156526185445
21262,2022,EL REY TRANSISTIONAL HOUSING,NonResidential,2119 2ND AVE,98121,47.61283,-122.34392,DOWNTOWN,1909,4,1,29796,,55.29999924,79.90000153,Other,0.0,Compliant,No Issue,370996.0,1276840.0,2.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05047154283016012,-0.35203864247061184,-0.07126984701733581,-0.02685399302454932,0.5793898840160504,-0.3430691805057895
21265,2022,PATAGONIA RETAIL STORE,NonResidential,106 LENORA ST,98121,47.6123,-122.34395,DOWNTOWN,1920,2,1,26400,90.0,30.79999924,62.70000076,Retail Store,0.0,Compliant,No Issue,376071.0,289570.0,0.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4502619762798587,-0.5246721575799423,-0.07126984701733581,-0.14101151529626,-0.23782256167694396,-0.34252820841043763
