OSEBuildingID,DataYear,BuildingName,BuildingType,Address,ZipCode,Latitude,Longitude,Neighborhood,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,SteamUse(kBtu),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,GHGIntensityCluster
20624,2022,PORTOFINO APARTMENTS,Multifamily MR (5-9),3815 WOODLAND PARK AVE N,98103,47.65331,-122.34445,LAKE UNION,2008,5,1,40505,96.0,32.09999847,89.90000153,Multifamily MR (5-9),0.0,Compliant,No Issue,827546.0,0.0,0.12,0
20626,2022,ALASKAN COPPER AND BRASS CO,NonResidential,3317 6TH AVE S,98134,47.57382,-122.32672,GREATER DUWAMISH,1975,1,1,49950,53.0,6.800000191,19.10000038,Distribution Center,0.0,Compliant,No Issue,339949.0,0.0,0.03,0
20630,2022,CANTERBURY SHORES CONDOMINIUM,Multifamily LR (1-4),2501 CANTERBURY LN E,98112,47.64202,-122.28039,EAST,1967,4,1,118154,92.0,24.10000038,63.29999924,Multifamily LR (1-4),0.0,Compliant,No Issue,2388981.0,259550.0,0.19,0
20644,2022,PARKRIDGE APTS,Multifamily LR (1-4),1210 15TH AVE E,98112,47.6315,-122.31221,EAST,1984,3,1,66885,59.0,26.29999924,73.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,1621669.0,0.0,0.1,0
20645,2022,STEVENS ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1242 18TH AVE E,98112,47.6315,-122.30761,EAST,2001,3,1,62078,71.0,41.40000153,72.30000305,K-12 School,0.0,Compliant,No Issue,1089992.0,1648420.0,1.48,3
20653,2022,CARBON 56,Multifamily MR (5-9),2015 TERRY AVE,98121,47.6172,-122.3359,DOWNTOWN,2004,5,1,62665,98.0,27.29999924,56.79999924,Multifamily MR (5-9),0.0,Compliant,No Issue,1006081.0,1906220.0,1.68,3
20656,2022,HOWELL STREET APARTMENTS,Multifamily LR (1-4),1401 E HOWELL ST,98122,47.61736,-122.31399,EAST,1987,4,1,34924,98.0,21.0,58.70000076,Multifamily LR (1-4),0.0,Compliant,No Issue,618739.0,0.0,0.08,0
20658,2022,CARLETON HOUSE CONDOMINIUM,Multifamily MR (5-9),2565 DEXTER AVE N,98109,47.64364,-122.34645,MAGNOLIA / QUEEN ANNE,1975,5,1,62820,90.0,24.39999962,68.40000153,Multifamily MR (5-9),0.0,Compliant,No Issue,1478775.0,0.0,0.09,0
20659,2022,MAGNOLIA UNITED CHURCH OF CHRIST,NonResidential,3555 W MCGRAW ST,98199,47.63927,-122.4032,MAGNOLIA / QUEEN ANNE,1947,2,1,22612,64.0,38.79999924,52.70000076,Worship Facility,0.0,Compliant,No Issue,153931.0,723500.0,1.73,3
20667,2022,CHE SENH MINH,Multifamily LR (1-4),2523 15TH AVE S,98144,47.58025,-122.31381,GREATER DUWAMISH,2003,4,1,27076,92.0,23.89999962,67.0,Multifamily LR (1-4),0.0,Compliant,No Issue,648120.0,0.0,0.09,0
20668,2022,CARRARA CONDOMINIUM,Multifamily MR (5-9),123 QUEEN ANNE AVE N,98109,47.61934,-122.35713,MAGNOLIA / QUEEN ANNE,1999,6,1,48150,96.0,25.89999962,72.5,Multifamily MR (5-9),0.0,Compliant,No Issue,1246422.0,0.0,0.1,0
20675,2022,CASCADE CONDOMINIUM,Multifamily MR (5-9),2420 8TH AVE N,98109,47.63972,-122.34236,MAGNOLIA / QUEEN ANNE,1991,5,2,59227,71.0,43.29999924,80.69999695,Multifamily MR (5-9),0.0,Compliant,No Issue,1193515.0,1368920.0,1.3,2
20685,2022,TOYOTA OF LAKE CITY (2013),NonResidential,13355 LAKE CITY WAY NE,98125,47.72599,-122.29314,NORTH,1976,2,1,38787,,81.19999695,180.1000061,Other,0.0,Not Compliant,Default Data,2101702.0,1048140.0,1.64,3
20686,2022,LAKE CITY MINI STORAGE,NonResidential,3116 NE 130TH ST,98125,47.72356,-122.29378,NORTH,1988,2,2,34176,,14.30000019,23.89999962,Self-Storage Facility,0.0,Compliant,No Issue,260701.0,475820.0,0.77,1
20707,2022,MALLORY SAFETY & SUPPLY LLC,NonResidential,5510 E MARGINAL WAY S,98134,47.55302,-122.33605,GREATER DUWAMISH,1938,1,1,30545,30.0,50.5,75.09999847,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,384515.0,1158270.0,2.06,3
20710,2022,QUALMAN APTS,Multifamily LR (1-4),1421 15TH AVE,98122,47.61359,-122.31337,CENTRAL,1907,3,1,25248,28.0,89.80000305,108.1999969,Multifamily LR (1-4),0.0,Compliant,No Issue,200000.0,2067390.0,4.38,3
20712,2022,PARAMOUNT APTS,Multifamily LR (1-4),1521 15TH AVE,98122,47.6148,-122.31314,EAST,1910,3,1,28380,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",680342.0,0.0,0.09,0
20714,2022,BANCROFT APTS,Multifamily LR (1-4),1615 15TH AVE,98122,47.61577,-122.31315,EAST,1907,3,1,24783,5.0,113.3000031,134.3000031,Multifamily LR (1-4),0.0,Compliant,No Issue,216426.0,2592340.0,5.59,3
20720,2022,NARADA APTS,Multifamily MR (5-9),25 W HIGHLAND DR,98119,47.62942,-122.35771,MAGNOLIA / QUEEN ANNE,1926,5,1,40572,,38.29999924,84.19999695,Multifamily MR (5-9),0.0,Compliant,No Issue,947563.0,500160.0,0.8,2
20724,2022,THE PARK ON HIGHLAND DRIVE,Multifamily LR (1-4),1205 QUEEN ANNE AVE N,98109,47.62982,-122.35706,MAGNOLIA / QUEEN ANNE,1948,3,1,26044,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",555942.0,0.0,0.08,0
20726,2022,QUEEN ANNE HEIGHTS,Multifamily MR (5-9),1212 QUEEN ANNE AVE N,98109,47.63019,-122.35625,MAGNOLIA / QUEEN ANNE,1970,8,1,36926,70.0,38.20000076,106.9000015,Multifamily MR (5-9),0.0,Compliant,No Issue,1409241.0,0.0,0.15,0
20730,2022,THE Q APARTMENTS,Multifamily MR (5-9),1321 QUEEN ANNE AVE N,98109,47.63107,-122.35708,MAGNOLIA / QUEEN ANNE,1950,6,1,91703,,52.83051646693396,114.97467933940187,Multifamily MR (5-9),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",994090.0,0.0,0.05,0
20731,2022,GREENWICH APTS,Multifamily LR (1-4),1305 QUEEN ANNE AVE N,98109,47.6306,-122.35721,MAGNOLIA / QUEEN ANNE,1928,3,1,35070,69.0,50.59999847,66.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,315269.0,1801250.0,3.42,3
20732,2022,Carlyle,Multifamily LR (1-4),1306 1ST AVE W,98119,47.63066,-122.35764,MAGNOLIA / QUEEN ANNE,1928,3,1,21376,100.0,8.800000191,23.29999924,Multifamily LR (1-4),0.0,Not Compliant,Account Requires Verification,172098.0,16140.0,0.07,0
20734,2022,HILLCREST MANOR,Multifamily LR (1-4),21 W LEE ST,98119,47.63106,-122.35764,MAGNOLIA / QUEEN ANNE,1928,3,1,28940,19.0,90.40000153,112.0999985,Multifamily LR (1-4),0.0,Compliant,No Issue,284077.0,2332590.0,4.68,3
20735,2022,ST ANNE SCHOOL,NonResidential,101 W LEE ST,98119,47.63111,-122.35814,MAGNOLIA / QUEEN ANNE,1922,3,1,32691,75.0,41.70000076,63.90000153,K-12 School,0.0,Compliant,No Issue,386298.0,1012080.0,1.69,3
20741,2022,WEST TOWN VIEW APTS,Multifamily MR (5-9),1407 2ND AVE W,98119,47.63161,-122.35967,MAGNOLIA / QUEEN ANNE,1977,6,1,40758,68.0,39.20000076,109.8000031,Multifamily MR (5-9),0.0,Compliant,No Issue,1598335.0,0.0,0.15,0
20743,2022,ST ANNE CHURCH & RECTORY,NonResidential,100 W LEE ST,98119,47.63159,-122.35839,MAGNOLIA / QUEEN ANNE,1963,2,1,26210,15.0,80.5,95.80000305,Worship Facility,0.0,Not Compliant,Account Requires Verification,168425.0,1942750.0,3.96,3
20747,2022,QUEEN ANNE COURT APTS,Multifamily LR (1-4),23 W GALER ST,98119,47.63208,-122.35751,MAGNOLIA / QUEEN ANNE,1910,4,1,24540,100.0,21.20000076,59.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,520718.0,0.0,0.08,0
20749,2022,GALER CREST APTS & RETAIL,Multifamily LR (1-4),1428 QUEEN ANNE AVE N,98109,47.63205,-122.35633,MAGNOLIA / QUEEN ANNE,1930,3,1,37944,13.0,106.0,126.1999969,Multifamily LR (1-4),0.0,Compliant,No Issue,323908.0,3698160.0,6.04,3
20758,2022,QUEENVIEW APTS,Multifamily LR (1-4),621 W GALER ST,98119,47.63217,-122.36532,MAGNOLIA / QUEEN ANNE,1917,4,1,28546,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
20762,2022,CONCORD CONDOMINIUM,Multifamily HR (10+),2929 1ST AVE,98121,47.61733,-122.35376,DOWNTOWN,1999,13,1,219874,11.0,91.59999847,145.6999969,Multifamily HR (10+),0.0,Compliant,No Issue,5860441.0,13128970.0,3.27,3
20764,2022,CONTINENTAL HOUSE CONDOMINIUM,Multifamily MR (5-9),100 WARD ST,98109,47.62835,-122.35491,MAGNOLIA / QUEEN ANNE,1970,8,1,73736,19.0,88.19999695,136.6999969,Multifamily MR (5-9),0.0,Compliant,No Issue,1572413.0,3935820.0,3.25,3
20765,2022,CONTINENTAL PLACE CONDOMINIUM,Multifamily HR (10+),2125 1ST AVE,98121,47.61227,-122.34512,DOWNTOWN,1981,33,1,190610,3.0,115.0,170.6000061,Multifamily HR (10+),0.0,Compliant,No Issue,5221421.0,15838620.0,4.52,3
20766,2022,COOPER SQUARE CONDOMINIUM,Multifamily MR (5-9),8745 GREENWOOD AVE N,98103,47.69397,-122.3557,NORTHWEST,1989,5,1,50028,90.0,32.5,91.09999847,Multifamily MR (5-9),0.0,Compliant,No Issue,1318817.0,0.0,0.1,0
20768,2022,AUDIO VISUAL FACTORY,NonResidential,1900 S CORGIAT DR,98108,47.54365,-122.30785,GREATER DUWAMISH,1956,1,1,27000,72.0,22.70000076,45.0,Distribution Center,0.0,Compliant,No Issue,325654.0,288030.0,0.61,1
20770,2022,CORNERSTONE OF QUEEN ANNE CONDOMINIUM,Multifamily LR (1-4),500 ALOHA ST,98109,47.62746,-122.34729,MAGNOLIA / QUEEN ANNE,1992,4,1,42093,46.0,35.59999847,99.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1138380.0,0.0,0.1,0
20772,2022,COSMOPOLITAN,Multifamily HR (10+),819 VIRGINIA ST,98101,47.6161,-122.33576,DOWNTOWN,2006,33,1,299755,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
20777,2022,BROADVIEW APTS,Multifamily LR (1-4),12550 GREENWOOD AVE N,98133,47.72116,-122.35512,NORTHWEST,1976,3,1,27296,93.0,22.60000038,63.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,617596.0,0.0,0.1,0
20785,2022,COURT AT SANDPOINTE CONDOMINIUM,Multifamily LR (1-4),7323 SAND POINT WAY NE,98115,47.68173,-122.26408,NORTHEAST,1985,3,1,30542,71.0,29.79999924,83.5,Multifamily LR (1-4),0.0,Compliant,No Issue,910922.0,0.0,0.11,0
20787,2022,COURTYARD AT BITTER LAKE CONDOMINIUM,Multifamily LR (1-4),903 N 130TH ST,98133,47.72298,-122.34795,NORTHWEST,1989,4,1,34368,,30.60000038,85.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1052752.0,0.0,0.12,0
20788,2022,COURTYARD AT QUEEN ANNE SQUARE,Multifamily LR (1-4),275 W ROY ST,98119,47.62525,-122.36023,MAGNOLIA / QUEEN ANNE,1982,4,1,59670,89.0,26.0,72.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1551578.0,0.0,0.1,0
20805,2022,DECATUR,Multifamily HR (10+),1105 SPRING ST,98104,47.61028,-122.32524,EAST,1950,13,1,108228,54.0,62.59999847,117.9000015,Multifamily HR (10+),0.0,Compliant,No Issue,3242295.0,3582420.0,1.87,3
20806,2022,DE LORGES CONDO,Multifamily MR (5-9),325 HARVARD AVE E,98102,47.62185,-122.32238,EAST,1928,5,1,20639,,43.70000076,91.09999847,Multifamily MR (5-9),0.0,Compliant,No Issue,532989.0,370090.0,1.05,2
20807,2022,FOUR SEASONS,Multifamily LR (1-4),2410 BOYER AVE E,98112,47.64127,-122.31338,NORTHEAST,1966,4,1,31682,48.0,33.79999924,94.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1071989.0,0.0,0.13,0
20810,2022,DENICE HUNT TOWNHOMES CONDOMINIUM,Multifamily LR (1-4),620 N 85TH ST,98103,47.69127,-122.35025,NORTHWEST,1997,3,1,31017,59.0,42.40000153,117.1999969,Multifamily LR (1-4),0.0,Compliant,No Issue,1288261.0,27750.0,0.21,0
20811,2022,TOPS K-8 (SPS-DISTRICT),SPS-District K-12,2500 FRANKLIN AVE E,98102,47.64229,-122.32418,LAKE UNION,1999,3,1,95501,66.0,41.29999924,73.90000153,K-12 School,0.0,Compliant,No Issue,1663923.0,2284780.0,1.34,2
20818,2022,OFFICES & PRINTING,NonResidential,2633 EASTLAKE AVE E,98102,47.64428,-122.32627,LAKE UNION,1961,3,1,29392,77.0,27.39999962,66.90000153,Office,0.0,Compliant,No Issue,639548.0,166840.0,0.44,0
20834,2022,REMI APTS,Multifamily LR (1-4),2727 EASTLAKE AVE E,98102,47.64533,-122.32637,LAKE UNION,1996,4,1,54721,69.0,27.0,75.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1480120.0,0.0,0.15,0
20835,2022,EASTLAKE CENTER (SOUTH),NonResidential,2815 EASTLAKE AVE E,98102,47.64596,-122.32628,LAKE UNION,1989,3,0,76245,65.0,50.0,140.1000061,Office,0.0,Compliant,No Issue,2056878.0,0.0,0.19,0
20836,2022,EASTLAKE CENTER (NORTH),NonResidential,2825 EASTLAKE AVE E,98102,47.64642,-122.32581,LAKE UNION,1985,5,1,61493,80.0,38.40000153,107.5,Office,0.0,Compliant,No Issue,1578765.0,0.0,0.15,0
20837,2022,EASTLAKE 2851,Multifamily MR (5-9),2851 EASTLAKE AVE E,98102,47.64711,-122.32515,LAKE UNION,2008,6,1,165325,100.0,33.29999924,75.40000153,Multifamily MR (5-9),0.0,Compliant,No Issue,2448729.0,1092250.0,0.63,1
20839,2022,CORONADO APT,Multifamily MR (5-9),2840 EASTLAKE AVE E,98102,47.64676,-122.32456,LAKE UNION,1958,6,1,56144,87.0,27.10000038,76.0,Multifamily MR (5-9),0.0,Compliant,No Issue,1523248.0,0.0,0.1,0
20846,2022,THE SHELBY APT,Multifamily LR (1-4),2815 BOYLSTON AVE E,98102,47.64626,-122.32367,LAKE UNION,1928,4,1,37885,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",332774.0,0.0,0.03,0
20848,2022,KILLARNY APTS,Multifamily LR (1-4),3008 HARVARD AVE E,98102,47.64816,-122.32169,NORTHEAST,1926,3,1,24367,46.0,29.5,82.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,704925.0,0.0,0.11,0
20851,2022,L' AMOURITA COOP,Multifamily LR (1-4),2901 FRANKLIN AVE E,98102,47.64735,-122.32343,LAKE UNION,1914,3,2,25730,91.0,23.10000038,64.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,561746.0,3260.0,0.1,0
20857,2022,EASTLAKE GARDEN APTS & RETAIL,Multifamily LR (1-4),3230 EASTLAKE AVE E,98102,47.65084,-122.32147,NORTHEAST,1997,3,1,45580,,47.0,131.6000061,Multifamily LR (1-4),0.0,Compliant,No Issue,1325524.0,0.0,0.18,0
20858,2022,UNION BAY LOFTS,Multifamily MR (5-9),3218 EASTLAKE AVE E,98102,47.65058,-122.32159,NORTHEAST,2008,6,1,35746,,51.20000076,142.5,Multifamily MR (5-9),0.0,Compliant,No Issue,1022131.0,8960.0,0.22,0
20861,2022,KEYSTONE GROUP HOME,NonResidential,3515 WOODLAND PARK AVE N,98103,47.65014,-122.34424,LAKE UNION,1988,3,1,21118,,86.09999847,161.3999939,Residential Care Facility,0.0,Compliant,No Issue,856503.0,962540.0,2.58,3
20868,2022,STONE 34,NonResidential,3400 STONE WAY N,98103,47.64868,-122.34254,LAKE UNION,2013,5,1,206126,93.0,50.59999847,107.3000031,Office,0.0,Compliant,No Issue,4355234.0,2747880.0,1.28,2
20871,2022,OFFICES - PRODUCTION NETWORK,NonResidential,1000 N NORTHLAKE WAY,98103,47.64866,-122.34509,LAKE UNION,1900,2,1,20500,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
20875,2022,CRISTALLA CONDOMINIUM,Multifamily HR (10+),2033 2ND AVE,98121,47.61208,-122.34287,DOWNTOWN,2004,23,1,248225,22.0,73.69999695,132.3999939,Multifamily HR (10+),0.0,Compliant,No Issue,7726778.0,10369880.0,2.36,3
20880,2022,IMPERIAL CROWN MANOR APT,Multifamily LR (1-4),1207 NW 92ND ST,98117,47.6958,-122.37208,BALLARD,1978,4,1,35512,90.0,26.39999962,73.90000153,Multifamily LR (1-4),0.0,Compliant,No Issue,937067.0,0.0,0.1,0
20885,2022,BALLARD CARE & REHAB,NonResidential,820 NW 95TH ST,98117,47.69875,-122.36725,BALLARD,1966,2,1,65636,27.0,150.1999969,251.0,Other,0.0,Compliant,No Issue,3223833.0,5849470.0,9.33,3
20888,2022,ASSUMPTION CHURCH,NonResidential,6210 32ND AVE NE,98115,47.67485,-122.29284,NORTHEAST,1930,2,1,25521,59.0,24.0,47.5,Worship Facility,0.0,Compliant,No Issue,325385.0,286730.0,0.65,1
20890,2022,ASB SCHOOL,NonResidential,6210 32ND AVE NE,98115,47.67485,-122.29284,NORTHEAST,1986,1,1,23190,4.0,102.6999969,150.3000031,K-12 School,0.0,Compliant,No Issue,563289.0,1817900.0,4.26,3
20896,2022,DAKOTA,Multifamily LR (1-4),4116 CALIFORNIA AVE SW,98116,47.56584,-122.38655,SOUTHWEST,2008,4,1,40326,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
20898,2022,DANIELLE CONDOMINIUM,Multifamily MR (5-9),5807 24TH AVE NW,98107,47.67121,-122.38786,BALLARD,2012,6,1,31248,98.0,26.0,65.19999695,Multifamily MR (5-9),0.0,Compliant,No Issue,734029.0,146740.0,0.34,0
20899,2022,COSMOPOLITAN APARTMENTS (RETAIL AND APTS/CONDO),Multifamily LR (1-4),400 NE 45TH ST,98105,47.6616,-122.32367,LAKE UNION,1966,3,4,126153,67.0,48.09999847,112.3000031,Multifamily LR (1-4),0.0,Compliant,No Issue,3173941.0,1150430.0,0.82,2
20916,2022,ST JOHN EGAN HALL,NonResidential,123 N 79TH ST,98103,47.68602,-122.35674,NORTHWEST,1960,1,1,20678,61.0,61.79999924,81.90000153,Office,0.0,Compliant,No Issue,223877.0,1204650.0,3.14,3
20917,2022,ST JOHN SCHOOL,NonResidential,7900 1ST AVE NW,98117,47.68642,-122.35707,NORTHWEST,1922,3,1,28820,4.0,117.4000015,187.6000061,K-12 School,0.0,Compliant,No Issue,1242191.0,2722670.0,5.18,3
20921,2022,COBRIZO CONDOMINIUM,Multifamily LR (1-4),4014 AURORA AVE N,98103,47.65598,-122.34694,LAKE UNION,2002,4,1,41316,98.0,21.60000038,57.20000076,Multifamily LR (1-4),0.0,Compliant,No Issue,815029.0,77320.0,0.18,0
20927,2022,COLLEGE PARK WEST CONDOMINIUM,Multifamily LR (1-4),4118 SW COLLEGE ST,98116,47.58318,-122.38461,SOUTHWEST,1985,4,1,21600,89.0,26.20000076,73.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,566445.0,0.0,0.1,0
20928,2022,ST PAUL CHURCH & SCHOOL,NonResidential,5600 S RYAN ST,98178,47.51042,-122.26277,SOUTHEAST,1954,2,1,27876,18.0,67.59999847,93.19999695,Worship Facility,0.0,Compliant,No Issue,570792.0,2456830.0,4.76,3
20930,2022,QUEEN ANNE ELEMENTARY (SPS-DISTRICT),SPS-District K-12,411 BOSTON ST,98109,47.63796,-122.34897,MAGNOLIA / QUEEN ANNE,1925,1,1,48789,75.0,40.40000153,62.90000153,K-12 School,0.0,Compliant,No Issue,848242.0,2077040.0,2.33,3
20945,2022,COLONIAL GRAND PACIFIC CONDOS,Multifamily MR (5-9),1113 1ST AVE,98101,47.60571,-122.33759,DOWNTOWN,1902,6,1,93433,99.0,19.70000076,55.09999847,Multifamily MR (5-9),0.0,Compliant,No Issue,1771748.0,0.0,0.08,0
20967,2022,COLUMBIA SCHOOL(SPS-DISTRICT),SPS-District K-12,3528 S FERDINAND ST,98118,47.55818,-122.28712,SOUTHEAST,1925,1,1,33105,58.0,101.4000015,135.8000031,K-12 School,0.0,Compliant,No Issue,468846.0,2366910.0,3.85,3
20970,2022,KIN ON HEALTH CARE CENTER,NonResidential,4416 S BRANDON ST,98118,47.55387,-122.27875,SOUTHEAST,1966,2,1,48882,27.0,187.3000031,338.0,Other,0.0,Compliant,No Issue,3383848.0,4469710.0,6.01,3
20976,2022,NWCP BLDG E,NonResidential,650 S LUCILE ST,98108,47.55374,-122.32498,GREATER DUWAMISH,1977,1,1,22320,21.0,49.59999847,106.0,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,687499.0,0.0,0.12,0
20978,2022,Terreno Lucile,NonResidential,637 S LUCILE ST,98108,47.55297,-122.32472,GREATER DUWAMISH,1976,1,1,47105,95.0,6.199999809,17.5,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,282740.0,0.0,0.02,0
20979,2022,HATHAWAY BLDG,NonResidential,5506 6TH AVE S,98108,47.55316,-122.32616,GREATER DUWAMISH,1982,2,1,40029,74.0,35.5,99.5,Office,0.0,Compliant,No Issue,1422553.0,0.0,0.14,0
20984,2022,BUILDING R,NonResidential,650 S ORCAS ST,98108,47.55196,-122.32518,GREATER DUWAMISH,1970,2,1,28304,68.0,43.79999924,122.5,Office,0.0,Compliant,No Issue,1189754.0,0.0,0.16,0
20985,2022,BUILDING Q,NonResidential,670 S ORCAS ST,98108,47.55168,-122.32459,GREATER DUWAMISH,1970,1,1,26400,,17.39999962,48.90000153,Other - Recreation,0.0,Compliant,No Issue,484365.0,0.0,0.07,0
20986,2022,ORCAS BUILDING - KING COUNTY,NonResidential,707 S ORCAS ST,98108,47.55049,-122.32382,GREATER DUWAMISH,1968,1,1,27680,,65.40000153,102.5999985,Other,0.0,Compliant,No Issue,536296.0,1273950.0,2.52,3
20987,2022,BUILDING P,NonResidential,5700 6TH AVE S,98108,47.55145,-122.32635,GREATER DUWAMISH,1969,2,1,25872,49.0,52.70000076,118.5,Office,0.0,Compliant,No Issue,932972.0,430810.0,1.02,2
20988,2022,BUILDING O,NonResidential,655 S ORCAS ST,98108,47.55127,-122.32576,GREATER DUWAMISH,1969,2,1,25872,,40.29999924,90.80000305,Office,0.0,Compliant,No Issue,738872.0,336510.0,0.8,2
20989,2022,BUILDING N,NonResidential,661 S ORCAS ST,98108,47.55127,-122.32576,GREATER DUWAMISH,1969,1,1,20500,74.0,23.10000038,64.59999847,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,473308.0,0.0,0.09,0
21005,2022,4000 AURORA BUILDING,NonResidential,4000 AURORA AVE N,98103,47.6557,-122.34682,LAKE UNION,1958,2,1,21436,98.0,17.29999924,48.29999924,Office,0.0,Compliant,No Issue,369965.0,0.0,0.07,0
21023,2022,GEORGE POCOCK MEMORIAL ROWING CENTER,NonResidential,3316 FUHRMAN AVE E,98102,47.65205,-122.3218,NORTHEAST,1998,1,1,20233,,37.5,71.5,Mixed Use Property,0.0,Compliant,No Issue,372586.0,385150.0,1.08,2
21049,2022,FRANCIS APTS,Multifamily LR (1-4),3636 FRANCIS AVE N,98103,47.65299,-122.35299,LAKE UNION,1988,4,1,22448,89.0,24.70000076,69.0,Multifamily LR (1-4),0.0,Compliant,No Issue,553344.0,0.0,0.09,0
21057,2022,Fremont Space,NonResidential,600 N 36TH ST,98103,47.65178,-122.351,LAKE UNION,2006,4,1,39926,,34.70000076,90.30000305,Office,0.0,Compliant,No Issue,847168.0,107990.0,0.33,0
21070,2022,NORTHBRIDGE,Multifamily LR (1-4),3800 AURORA AVE N,98103,47.65303,-122.3469,LAKE UNION,1994,4,1,62681,59.0,33.40000153,93.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,1107456.0,0.0,0.09,0
21087,2022,ST JAMES TOWER APTS,Multifamily MR (5-9),920 N 34TH ST,98103,47.64943,-122.34637,LAKE UNION,1990,7,1,130983,95.0,34.5,88.40000153,Multifamily MR (5-9),0.0,Compliant,No Issue,2573317.0,408160.0,0.37,0
21088,2022,NORTHLAKE PLAZA,NonResidential,936 N 34TH ST,98103,47.64918,-122.34552,LAKE UNION,1985,3,1,31417,66.0,44.0,79.0,Office,0.0,Compliant,No Issue,493674.0,662020.0,1.59,3
21091,2022,PLYM0UTH ON STEWART APTS,Multifamily MR (5-9),116 STEWART ST,98101,47.61094,-122.34075,DOWNTOWN,1909,8,1,55882,14.0,107.0999985,172.3999939,Multifamily MR (5-9),0.0,Compliant,No Issue,1939084.0,4124280.0,4.05,3
21094,2022,HADDON HALL,Multifamily MR (5-9),1921 3RD AVE,98101,47.6119,-122.34055,DOWNTOWN,1901,6,1,40109,,43.90000153,72.90000153,Multifamily MR (5-9),0.0,Compliant,No Issue,600040.0,1119060.0,1.54,3
21095,2022,DOWNTOWN SELF STORAGE,NonResidential,1915 3RD AVE,98101,47.61179,-122.3404,DOWNTOWN,1928,6,1,46580,,15.5,43.29999924,Self-Storage Facility,0.0,Compliant,No Issue,720516.0,0.0,0.06,0
21096,2022,JOSEPHINUM,Multifamily HR (10+),1902 2ND AVE,98101,47.61117,-122.34044,DOWNTOWN,1907,14,1,148219,,52.83051646693396,114.97467933940187,Multifamily HR (10+),3354713.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",3112694.0,0.0,1.91,3
21097,2022,BERGMAN'S LUGGAGE,NonResidential,1907 3RD AVE,98101,47.61165,-122.34011,DOWNTOWN,1916,2,1,25920,79.0,8.300000191,23.20000076,Retail Store,0.0,Compliant,No Issue,214434.0,0.0,0.03,0
21098,2022,MARQ 211 (THE LENORA APTS),Multifamily MR (5-9),211 LENORA ST,98121,47.61246,-122.34239,DOWNTOWN,1999,6,1,139650,77.0,47.20000076,91.59999847,Multifamily MR (5-9),0.0,Compliant,No Issue,2392140.0,2300010.0,1.32,2
21102,2022,SWIFTY PRINTING,NonResidential,2001 3RD AVE,98121,47.61236,-122.34144,DOWNTOWN,1919,2,1,25920,,19.20000076,51.40000153,Retail Store,0.0,Compliant,No Issue,694014.0,51190.0,0.21,0
21103,2022,THE PALLADIAN HOTEL,NonResidential,2000 2ND AVE,98121,47.61203,-122.34165,DOWNTOWN,1910,8,1,61721,98.0,44.70000076,116.5999985,Hotel,0.0,Compliant,No Issue,2210141.0,266560.0,0.37,0
